Size,Density,Number,Greedy_Value,Greedy_Time,GreedyRan_Value,GreedyRan_Time
3000,0.3,14,21, 5773287,20, 7740645
3000,0.3,15,21, 3700622,19, 7266962
3000,0.3,16,21, 3631068,19, 7998035
3000,0.3,17,19, 3317623,20, 8373493
3000,0.3,18,22, 5972220,19, 7976479
3000,0.3,19,21, 6100504,21, 11777351
3000,0.3,20,19, 4130128,22, 8102390
3000,0.3,21,19, 3853635,23, 9683559
3000,0.3,22,22, 4458716,20, 8083146
3000,0.3,23,22, 6181066,21, 7882840
3000,0.3,24,23, 4074031,21, 8019861
3000,0.3,25,19, 3365190,19, 7350981
3000,0.3,26,19, 3675396,22, 8288510
3000,0.3,27,20, 5198345,21, 8111189
3000,0.3,28,20, 3468740,21, 8036042
3000,0.3,29,22, 5060541,21, 7961628
3000,0.3,30,19, 3192685,21, 8515820
3000,0.4,1,15, 3282910,13, 6028224
3000,0.4,2,16, 3557171,17, 7408252
3000,0.4,3,17, 3638472,15, 9043183
3000,0.4,4,14, 2944732,14, 9255620
3000,0.4,5,16, 4454802,14, 6164621
3000,0.4,6,15, 3055358,15, 6360768
3000,0.4,7,16, 3442147,15, 6300806
3000,0.4,8,17, 5231751,15, 8635773
3000,0.4,9,14, 5567699,17, 10270468
3000,0.4,10,17, 5871105,16, 9937029
3000,0.4,11,16, 3997442,19, 16377500
3000,0.4,12,15, 3973312,14, 7421059
3000,0.4,13,16, 3961873,15, 9893017
3000,0.4,14,16, 4743323,14, 7840018
3000,0.4,15,15, 4514637,16, 7747242
3000,0.4,16,17, 3522720,17, 6868682
3000,0.4,17,15, 2982433,15, 7120433
3000,0.4,18,14, 2609756,14, 5771530
3000,0.4,19,15, 2903156,13, 5478257
3000,0.4,20,14, 2661202,15, 6456084
3000,0.4,21,15, 2889380,12, 5575411
3000,0.4,22,14, 2782986,13, 5514198
3000,0.4,23,14, 4594586,15, 9848093
3000,0.4,24,14, 2907653,17, 6480138
3000,0.4,25,15, 2833775,13, 7301937
3000,0.4,26,16, 3102826,14, 6263367
3000,0.4,27,18, 5546474,14, 7230517
3000,0.4,28,15, 2734981,15, 5998146
3000,0.4,29,16, 2999107,15, 9372995
3000,0.4,30,14, 2637709,16, 5999273
3000,0.5,1,11, 2264077,13, 5191756
3000,0.5,2,12, 2601005,12, 7479034
3000,0.5,3,12, 2515455,12, 5099817
3000,0.5,4,12, 2724226,10, 4665950
3000,0.5,5,11, 2687773,12, 5120313
3000,0.5,6,13, 2551437,12, 5544995
3000,0.5,7,11, 2266467,12, 4925957
3000,0.5,8,11, 2293367,12, 4987342
3000,0.5,9,10, 2456182,12, 5005984
3000,0.5,10,11, 2290585,11, 4844734
3000,0.5,11,12, 2601624,12, 5125217
3000,0.5,12,11, 2217774,12, 7100833
3000,0.5,13,13, 2721291,12, 5300654
3000,0.5,14,13, 2799296,11, 4736085
3000,0.5,15,12, 2503274,11, 5969924
3000,0.5,16,11, 2406552,11, 4466234
3000,0.5,17,12, 2511707,12, 5040912
3000,0.5,18,11, 2548608,11, 5471553
3000,0.5,19,11, 4587517,12, 5911086
3000,0.5,20,13, 2713333,12, 5781086
3000,0.5,21,12, 3230664,11, 5711116
3000,0.5,22,12, 3204785,11, 5041071
3000,0.5,23,11, 2131076,11, 5654807
3000,0.5,24,13, 2606643,11, 4540560
3000,0.5,25,11, 2438061,12, 6201960
3000,0.5,26,12, 3267861,11, 4637017
3000,0.5,27,11, 2517889,11, 4945275
3000,0.5,28,11, 2315187,11, 4640208
3000,0.5,29,13, 2901813,13, 8033714
3000,0.5,30,12, 2600144,13, 5879224
3000,0.6,1,9, 2363442,9, 3946378
3000,0.6,2,8, 1936942,9, 4435708
3000,0.6,3,8, 1998386,10, 4522549
3000,0.6,4,9, 3816692,8, 5462537
3000,0.6,5,9, 2644071,9, 5552917
3000,0.6,6,10, 2413824,10, 4082267
3000,0.6,7,9, 2137558,9, 3948612
3000,0.6,8,9, 4882639,10, 8813273
3000,0.6,9,9, 2124974,10, 4421584
3000,0.6,10,9, 2171500,9, 4862071
3000,0.6,11,9, 2254560,9, 4008008
3000,0.6,12,8, 1731775,9, 3974978
3000,0.6,13,9, 1923544,10, 4471933
3000,0.6,14,10, 2243356,10, 3996016
3000,0.6,15,8, 2040650,8, 3939923
3000,0.6,16,10, 2615372,9, 4178498
3000,0.6,17,11, 2538560,8, 4107881
3000,0.6,18,8, 1904467,10, 4082322
3000,0.6,19,11, 2431907,10, 6065663
3000,0.6,20,9, 2033292,9, 4595829
3000,0.6,21,9, 2270056,10, 4668675
3000,0.6,22,9, 2100587,9, 4147264
3000,0.6,23,9, 2072465,8, 4321424
3000,0.6,24,9, 2619638,9, 5439355
3000,0.6,25,9, 2170158,10, 4250440
3000,0.6,26,11, 2496214,9, 3825509
3000,0.6,27,10, 2956898,10, 6319937
3000,0.6,28,9, 2399490,9, 4277240
3000,0.6,29,8, 1817937,10, 4775161
3000,0.6,30,10, 2461726,9, 4161460
3000,0.7,1,8, 1897854,8, 3654569
3000,0.7,2,8, 1985733,7, 3415968
3000,0.7,3,8, 2910546,7, 5041233
3000,0.7,4,7, 1880366,7, 3650444
3000,0.7,5,7, 2473315,8, 4997199
3000,0.7,6,8, 2549570,7, 4087693
3000,0.7,7,6, 1983449,9, 7155597
3000,0.7,8,7, 2365215,8, 4744573
3000,0.7,9,8, 3313860,8, 4622106
3000,0.7,10,7, 2244600,7, 3863264
3000,0.7,11,7, 2520888,8, 4390452
3000,0.7,12,8, 2548352,8, 4674181
3000,0.7,13,8, 2551750,7, 4151512
3000,0.7,14,8, 3039338,6, 3832083
3000,0.7,15,6, 2278376,7, 4291212
3000,0.7,16,9, 3363400,8, 4454468
3000,0.7,17,6, 1830232,6, 3973436
3000,0.7,18,7, 3182120,7, 4967907
3000,0.7,19,8, 2701484,8, 4708454
3000,0.7,20,7, 2509005,7, 4374710
3000,0.7,21,8, 2654344,8, 5051859
3000,0.7,22,7, 2272818,8, 4771021
3000,0.7,23,7, 2356524,8, 4833553
3000,0.7,24,7, 2340396,8, 4677526
3000,0.7,25,7, 2473035,8, 4581029
3000,0.7,26,8, 3177982,8, 4482658
3000,0.7,27,7, 2247581,8, 4383546
3000,0.7,28,8, 2648200,9, 4763214
3000,0.7,29,8, 2893934,7, 4194945
3000,0.7,30,8, 2459862,8, 4442521
3000,0.8,1,5, 1752464,6, 3945873
3000,0.8,2,5, 1752671,6, 3765832
3000,0.8,3,8, 3234422,5, 4005720
3000,0.8,4,6, 2184804,6, 3927945
3000,0.8,5,5, 1875491,5, 3415599
3000,0.8,6,6, 2479116,6, 3887433
3000,0.8,7,6, 2390326,5, 3563940
3000,0.8,8,6, 2090353,6, 3812180
3000,0.8,9,5, 1791917,6, 3885430
3000,0.8,10,7, 2740283,6, 3963603
3000,0.8,11,6, 1619240,5, 2966168
3000,0.8,12,6, 2729409,5, 2774879
3000,0.8,13,6, 2713131,6, 3041209
3000,0.8,14,5, 1273051,6, 3094903
3000,0.8,15,6, 1660322,7, 3288516
3000,0.8,16,6, 2610776,5, 2994607
3000,0.8,17,6, 2748319,5, 2824208
3000,0.8,18,6, 1536460,6, 3279529
3000,0.8,19,5, 1500052,7, 3642755
3000,0.8,20,6, 1514564,6, 3011119
3000,0.8,21,6, 1987090,5, 3132625
3000,0.8,22,5, 1324824,6, 2904725
3000,0.8,23,6, 1574509,6, 4062846
3000,0.8,24,6, 2234664,6, 3169481
3000,0.8,25,7, 1844066,6, 3120611
3000,0.8,26,6, 2750557,5, 3621103
3000,0.8,27,5, 1743799,6, 3626862
3000,0.8,28,6, 1584103,5, 2809085
3000,0.8,29,6, 1504724,5, 3850065
3000,0.8,30,5, 1748517,6, 3892507
3000,0.9,1,4, 1481451,4, 2382418
3000,0.9,2,5, 1392638,4, 2477253
3000,0.9,3,4, 1479760,4, 4259050
3000,0.9,4,5, 1345900,4, 2760659
3000,0.9,5,4, 1191938,4, 2473752
3000,0.9,6,4, 1171778,4, 2510606
3000,0.9,7,5, 1387441,4, 2464472
3000,0.9,8,4, 1092510,4, 2513486
3000,0.9,9,4, 1128316,4, 2514055
3000,0.9,10,4, 1159826,5, 2704812
3000,0.9,11,5, 1436813,5, 2638368
3000,0.9,12,4, 1379921,4, 3990943
3000,0.9,13,4, 1092960,4, 2470680
3000,0.9,14,4, 1123501,5, 2718181
3000,0.9,15,5, 1360672,4, 2942291
3000,0.9,16,4, 1071093,4, 2591180
3000,0.9,17,5, 1353047,4, 2454013
3000,0.9,18,4, 1145955,4, 2545594
3000,0.9,19,4, 1160935,4, 4297981
3000,0.9,20,4, 1126582,4, 2343589
3000,0.9,21,5, 1313943,5, 2751017
3000,0.9,22,4, 1080657,4, 2523835
3000,0.9,23,4, 1078213,5, 2716022
3000,0.9,24,4, 1107181,4, 2469586
3000,0.9,25,4, 1098601,4, 3900986
3000,0.9,26,5, 1333373,4, 2434193
3000,0.9,27,5, 1513703,5, 2564326
3000,0.9,28,4, 1120014,4, 2960978
3000,0.9,29,4, 1176905,4, 2431905
3000,0.9,30,5, 1736264,5, 2565555
